Record ID,Company name,Description,(COMPANY) LEAD STAGE,(COMPANY) LEAD CLASSIFICATION,LinkedIn Company Page,Website URL,Industry
15777533822,Trammell Crow,"Trammell Crow Company is a commercial real estate developer and investor that specializes in joint venture speculative development, acquisition/redevelopment ventures, build-to-suit development, and providing incentive-based fee development services.",Emailed (Awaiting Reply),BUYER,https://www.linkedin.com/company/trammell-crow-company,trammellcrow.com,Real Estate
15688024984,Caddis,"A national healthcare real estate firm that offers a full range of real estate investment services including acquisition, development and property management.",Emailed (Awaiting Reply),BUYER,https://www.linkedin.com/company/caddis-partners,caddis.com,Real Estate
15629125481,Matador Capital Management,Matador Capital Management LLC is a real estate investment firm focused on the acquisition and management of value-add and core-plus multifamily and commercial real estate across the U.S.,Emailed (Awaiting Reply),BUYER,https://www.linkedin.com/company/matcapmgmt,matcapmgmt.com,Real Estate
15629132154,McDowell Properties,"McDowell Properties is a real estate investment company specializing in the multifamily sector. We are focused on the acquisition, management and repositioning of apartment projects.",Emailed (Awaiting Reply),BUYER,https://www.linkedin.com/company/mcdowell-properties,mcdprop.com,Real Estate
15547908255,Pacer Partners,"Pacer Partners is a boutique real estate investment and asset management company backed by the deep institutional background of its executives. Currently with offices in New York City and Boston, Pacer was founded by Jon Bourbeau, who was formerly one of the top tenant advisors in the country. Having the benefit of understanding that investors and end users think about real estate very differently, Pacer is able to bring forth a unique investing and asset management approach that marries the rigor of Pacer’s acquisition process with a deep understanding of end users, who are the ultimate consumers of Pacer’s investments.",New (Potential Lead),BUYER,https://www.linkedin.com/company/pacer-partners,pacerpartners.com,Real Estate
15064600112,RREAF Holdings,"RREAF Holdings is a privately-held commercial real estate firm based in Dallas, Texas, with a history of success in the acquisition, development, asset management, ownership, repositioning, and financing of complex real estate projects throughout the United States. RREAF Holdings was formed in 2010 to develop high quality projects, create programmatic acquisition platforms and provide superior service and value to a wide range of investors from institutional capital partners to high net worth individuals.",Emailed (Awaiting Reply),BUYER,https://www.linkedin.com/company/rreafholdings,rreaf.com,Real Estate
15064080977,BRP Companies,"BRP Companies is a New York based real estate firm at the forefront of mixed-use development and acquisition of urban, multi-family properties.",Emailed (Awaiting Reply),BUYER,https://www.linkedin.com/company/brp-companies,brpcompanies.com,Real Estate
14924995878,California Commercial Investment Group,"California Commercial Investment Group is a full service acquisition, asset management, property management and development firm. Our vast experience in the affordable world coupled with our principal's collective experience in all aspects of real estate, have enabled growth of over 1000% in the last ten years. We pride ourselves on value added transactions that provide a secure return to our investors, secure jobs for our employees and secure housing to our residents.",Emailed (Awaiting Reply),BUYER,https://www.linkedin.com/company/california-commercial-investment-group-inc,ccinvest.com,Commercial Real Estate
14912150432,Origin Development Partners,"Origin Development Partners, LLC is a Charleston, South Carolina real estate development and acquisition firm focused on income producing and value-add real estate opportunities throughout the Southeast.",Emailed (Awaiting Reply),BUYER,https://www.linkedin.com/company/origin-development-partners-llc,origindevpartners.com,Real Estate
13958479130,Atlas Partners,"Atlas Partners, LLC is an 19 year-old real estate consulting and investment company. In the past, we have specialized in the monetization of real estate assets, but currently are focused on other activities which include acquisitions for our principals of both real estate and distressed debt. Our principals, with in excess of 70 years of commercial real estate experience, add value by fast understanding of the real value and exit strategies appropriate for the specific real estate assets under consideration. Atlas will undertake selected third-party advisory and consulting assignments. In these cases, the challenges take many forms but typically require a property or portfolio evaluation to determine not only market value, but also value within the client's overall operating structure.Assignments usually involve making specific recommendations regarding real estate holdings and, in most cases, executing a plan of action that maximizes the return to the client and/or user. We have reviewed in excess of 135 appraisals for our lender clients. Our main focus is the acquisition of stressed and distressed Commercial and Industrial loans from banks and non-bank lenders. We prefer particularly ""messy"" cases and frequently deal with unpaid wages to both union and non-union employees. Our principals' commercial finance experience permits us to unravel situations that are especially complex. ur preference is to purchase loans with a real value of $1 million to $7 million. ecause we are deploying principal funds, we have a very flat and short decision process and have closed multiple purchases in as little as ten days. We also have an affiliate which makes investments in early stage and start-up businesses. Our primary investment thesis is: Good People with Good Ideas.",Emailed (Awaiting Reply),BUYER,https://www.linkedin.com/company/atlas-partners-llc,atlaspartners.com,Real Estate
12067351373,Northlight Capital Partners,"Northlight Capital Partners LLC is a real estate asset management firm that manages capital on behalf of institutional and family office clients. $550MM+ AUM, founded in 2011, our focus is on the acquisition and origination of senior secured real estate loans​, experience and previous investment in all asset classes, invest only in the US, expertise in opportunistic lending, loan acquisitions and bankruptcy. ",Onboarded,BUYER,https://www.linkedin.com/company/northlight-asset-management,nlightcp.com,Real Estate
12026886430,The Ardent Companies,"The Ardent Companies (u201cArdentu201d) is a private real estate investment and asset management group, focused on making credible risk adjusted returns via investment in real estate assets. The partners of Ardent have led the investment of over $1 billion of capital into real estate assets over the past 10 years across multiple every type and a substantial number of U.S. states. The firm will continue to draw upon the managementu2019s experience and success of distressed loan acquisition, real estate investment and equity/debt capital placement. The Ardent team has a long history of profitable investing in real estate and will hold to key fundamentals of thorough due diligence, vertically integrated asset management and financial reporting. These key fundamentals will be combined with Ardentu2019s alignment with investors by co-investing substantial capital in each investment. Ardent has a stringent credit committee in place and differentiates itself with an underwriting focus that utilizes a principal-investor min",Onboarded,BUYER,https://www.linkedin.com/company/the-ardent-companies,http://theardentcompanies.com/,Real Estate
11593184064,HMC Assets,"HMC Assets is an investment company that specializes in the evaluation, acquisition, management, and sale of distressed debt and real estate.",Emailed (Awaiting Reply),BUYER,https://www.linkedin.com/company/hmc-assets,hmcassets.com,Real Estate
11591827882,Hudsoncap,"Hudson Realty Capital, LLC operates as a real estate investment firm. The Company invests in direct real estate and the acquisition of under-performing real estate assets, and other real estate-related instruments. Hudson Realty Capital operates in the United States.",Emailed (Awaiting Reply),BUYER,https://www.linkedin.com/company/2203353,hudsoncap.com,Real Estate
11592222789,Flacks Group,A private Investment company specialising in the acquisition of medium sized industrial companies and commercial real estate,Emailed (Awaiting Reply),BUYER,https://www.linkedin.com/company/flacksgroup,flacksgroup.com,Real Estate
11592325967,Turnstone Group,"Turnstone Group was established in 2001 to make midsize real estate and real estate-related investments in the United States. Employing an opportunistic investment approach, Turnstone Group seeks to capitalize on distressed or misunderstood situations created by the prevailing economic trends as well as the associated fundamental market dislocations found in various real estate-related markets and securities. Turnstone Group is often a first-mover, investing away from the typical areas of focus for many real estate investors and in transactions that involve creativity, complexity, or superior market knowledge. As an investment manager, Turnstone Group adheres to a highly disciplined investment methodology that includes the following elements: rigorous pre-acquisition due diligence; deal execution and detailed business plan development; scrupulous post-acquisition monitoring; and careful scrutiny of optimal exit scenarios. Turnstone Group employs an opportunistic approach to investing, seeking above-average returns for its investors. Target investments typically present one or more of the following common characteristics: 1) compelling valuation multiples; 2) unrealized value; and 3) repositioning opportunities.",Emailed (Awaiting Reply),BUYER,https://www.linkedin.com/company/turnstone-group-llc,turnstonegroup.com,Investment Management
11502751341,Sovereign Partners,"Sovereign Partners is a privately held real estate investment organization that specializes in the acquisition of quality assets throughout the United States. Sovereignu2019s real estate team draws on a deep knowledge of real estate fundamentals and capital markets to acquire properties throughout the country. With interests in over six million square feet of property, Sovereign Partners has demonstrated its ability to identify and finance promising opportunities.",Demo - No Onboarding Link Sent,BUYER,https://www.linkedin.com/company/sov-partners,sovpartners.com,Real Estate
10632559524,JDI Realty LLC,"JDI is engaged in two lines of business. Since its inception, JDI has acquired income-producing properties, both as a soleowner and as a joint venture partner, in many different product types, throughout the United States. While JDI does acquire simple ""cap rate"" deals, the company's main focus is in value added situations. Since 1988, JDI has acquired or invested in properties with a total acquisition price of over $1,200,000,000. Since 1994, JDI has also offered a bridge financing program. Such financings are in the form of both real estate secured debt as well as preferred equity and are generally most appropriate in time sensitive situations or where various complications make such loans difficult for conventional lenders to underwrite. Since 1999, JDI has made over $725,000,000 of such loans.",Onboarded,BUYER,https://www.linkedin.com/company/jdi-realty,jdirealty.com,Real Estate
10603898014,Miami Family Office,"The Miami Family Office is a single family office based in the United States with offices in Miami, San Francisco, New York, and Portland. We are focused exclusively on direct investments, including real estate and operating businesses. Our family office currently has the liquidity to make additional investments in addition to our existing portfolio of more than 100 assets valued in excess of $500 million. To learn more, please see our investment criteria and holdings pages for contact details and additional information.\r\n\r\nThe family built its wealth by managing a single operating business and its underlying property. The family then executed an expansion strategy by first acquiring two locations, then five locations, until it managed twenty-five different locations. The family then partnered with a publicly-traded company to acquire 300 locations, ultimately leading to the recent sale of that portfolio of assets for more than $500 million. Integral in the story of this family’s success is the willingness to take calculated risks to build a strong business and to work with exceptional partners when needed. \r\n\r\nAt the Miami Family Office, we follow the same strategy to protect our family’s capital for future generations and grow that wealth through co-investments and direct investments. Our goal is to identify other family office co-investors and acquisition targets that will provide a return on capital for the family. Our primary investing focus is on acquiring portfolios of real estate assets or operating businesses, but we also consider one-off assets, such as a large operating business or a significant real estate property.",Emailed (Awaiting Reply),BUYER,https://www.linkedin.com/company/the-miami-family-office,themiamifamilyoffice.com,Real Estate
10559927602,Bridge Industrial,"Bridge Industrial is a private equity real estate operating company and investment management platform that focuses on the acquisition and development of Class A industrial real estate in the supply constrained core industrial markets of Chicago, Miami...",Emailed (Awaiting Reply),BUYER,https://www.linkedin.com/company/bridge-industrial,bridgeindustrial.com,Real Estate
10560212566,Fifteen Group,"Fifteen Group is a Miami-Beach based real estate-focused private investment firm. Fifteen Group's investment activities are opportunity-driven, value-added acquisitions and development projects. Historically, Fifteen Group concentrated primarily on the multifamily sector. Currently, the firm invests selectively in all major real estate asset classes, in real estate-secured debt, and in corporate private equity transactions. Fifteen Group (www.fifteengroup.com) is based in Miami Beach, and has offices in Los Angeles and New York.",Emailed (Awaiting Reply),BUYER,https://www.linkedin.com/company/fifteen-group,fifteengroup.com,Real Estate
10559846294,Dalfen America Corp.,"Dalfen Industrial is a real estate investment manager that specializes in the acquisition, development, and operation of industrial properties across the United States and Canada.",Emailed (Awaiting Reply),BUYER,https://www.linkedin.com/company/dalfen-america-corp,dalfen.com,Real Estate
10559910304,Shea Properties,"Shea Properties is a multifaceted organization responsible for land acquisition, development, construction and management of business parks, shopping centers and apartment communities. It is one of the fastest-growing entities in the J.F. Shea Co., Inc. family of companies. As a leading investment real estate company, Shea Properties currently owns and operates a commercial real estate portfolio valued in excess of $1.3 billion. The firm's portfolio encompasses more than 7,000 apartment units and 5.2 million square feet of commercial real estate in California and Colorado. Another 10 million square feet of office, industrial and retail space, and 1,200 apartment units are in the development pipeline in California, Arizona and Colorado. Shea Properties has the unique position of being an autonomous business entity integrated within the much larger J.F. Shea Co., Inc. organization. In concert with sister company, Shea Homes, one of the nation's largest private home builders, Shea Properties can offer a range of capabilities matched by few other developers in the industry.",Emailed (Awaiting Reply),BUYER,https://www.linkedin.com/company/shea-properties,sheaproperties.com,Real Estate
10560269989,Rexford Industrial Realty,"Rexford Industrial Realty, Inc. is a leading industrial real estate firm in Southern California, specializing in the acquisition, development, revitalization and repositioning of all types of industrial properties throughout the Western U.S.",Emailed (Awaiting Reply),BUYER,https://www.linkedin.com/company/rexford-industrial,rexfordindustrial.com,Real Estate
10470496137,Northwind Group,"Northwind Group is a fully integrated real estate owner/operator based in Manhattan that focuses on income producing value-add residential and commercial projects, predominantly assets that have been held for long duration by same ownership where it recognized ability to create and add value by implementing targeted capital expenditure program for their repositioning. Since inception, Northwind has been involved in the acquisition, development and management of properties valued at over $1 Billion. Northwind invests on its own balance sheet and in joint ventures with a selected number of partners, always striving for utmost transparency and full alignment of interests. Northwind enjoys exceptional industry recognition and adheres to strict investment criteria. ?",Onboarded,BUYER,https://www.linkedin.com/company/northwind-group,northwind-group.com,Real Estate
10427992441,AIC Ventures,AIC Ventures is a real estate investment and management firm with 30 years of experience working with diversified real estate opportunities and the acquisition and sale-leaseback of properties.,New (Potential Lead),BUYER,https://www.linkedin.com/company/aic-ventures,aicventures.com,Real Estate
10342457856,Bell Partners,"Bell Partners is a private real estate investment and management company that focuses primarily on the acquisition and management of high quality apartment communities located in the Northeast, Mid Atlantic, Southeast and Southwest United States.",Emailed (Awaiting Reply),BUYER,https://www.linkedin.com/company/bell-partners-inc,bellpartnersinc.com,Real Estate
10343037591,Dermody Properties,"Dermody Properties is a national industrial real estate development, investment, acquisition and management company. Dermody Properties specializes in speculative development, build-to-suits, and logistics real estate for e-commerce, Internet fulfillme...",Emailed (Awaiting Reply),BUYER,https://www.linkedin.com/company/dermody-properties-dp-partners,dermody.com,Real Estate
10193011980,Park Avenue Partners,Mobile home park acquisition fund for Accredited Investors. Alternative real estate investment. Manufactured housing communities. Trailer parks. Trailer courts. Expanding the supply of affordable housing for lower-income Americans. Mobile Home...,New (Potential Lead),BUYER,https://www.linkedin.com/company/park-avenue-partners,parkavenuepartners.com,Real Estate
9830467673,Farbman Group,"Founded in 1976, Farbman Group is a leading, full-service real estate firm handling all facets of commercial real estate transactions – from property management to acquisition.",New (Potential Lead),BUYER,https://www.linkedin.com/company/farbman-group,farbman.com,Real Estate
9763037215,Frontline Real Estate Partners,"Frontline Real Estate Partners, LLC is a Chicago-based real estate investment and advisory company with expertise in the acquisition, management, disposition, and leasing ofcommercial real estate properties throughout the United States.Founded in 2010, Frontline invests in value-add properties and provides transactional and advisory services to banks, financial institutions, and owners with a focus on the real estate restructuring industry.",Emailed (Awaiting Reply),BUYER,https://www.linkedin.com/company/frontline-real-estate-partners,frontlinerepartners.com,Real Estate
9649699686,Arcturus,"Arcturus is a fully integrated real estate asset management company that provides investment, operating and special situation advisory services to institutional investors. Our team is comprised of seasoned real estate executives - many having over three decades of transactional and ownership expertise - who possess extensive operating, investment, transaction and capital markets knowledge. We have deep expertise in acquiring, financing and operating real estate across the US, in all the major asset classes: Office Retail Land and Single-Family Residential Projects Multi-family and Condominium Projects Hotels and Resorts Since founding Arcturus in 2007 we have worked with clients on the acquisition, operation, restructuring and/or repositioning of over $15 billion of equity and debt investments. Our clients comprise some of the largest investors in the world - both foreign and domestic - including pension funds, hedge funds, banks, sovereign wealth funds, and high net worth individuals. At Arcturus, we have an owner's perspective and use our experience, industry knowledge, relationships and market insight to help our clients identify opportunities, formulate business plans, and execute investment and operating strategies. Whether seeking new investments or evaluating/repositioning existing ones, Arcturus brings a unique depth of experience and a rigorous, senior level, hands on approach to assessing situations and identifying opportunities - always with a focus on delivering superior results for our clients. Leave a Reply Click here to cancel reply. You must be logged in to post a comment.",New (Potential Lead),BUYER,https://www.linkedin.com/company/arcturus,arcturusgrp.com,Real Estate
9493027162,6POINT CAPITAL,"6 Point Capital Management LLC (""6PCM"") is a team of experienced, interdisciplinary professionals focused on the acquisition of non-performing loans collateralized by commercial real estate and the...",New (Potential Lead),BUYER,https://www.linkedin.com/company/6-point-capital,6pointcapital.com,Real Estate
9484835692,VanTrust Real Estate LLC,"VanTrust Real Estate services include acquisition, disposition, and a full range of commercial real estate development services.",Emailed (Awaiting Reply),BUYER,https://www.linkedin.com/company/vantrust-real-estate-llc,vantrustre.com,Real Estate
